gloss,closs,cfloss,crloss,cploss
-119.91407918930054,-49.25843448638916,25.598267650604246,-74.85670204162597,13.996641099452972
0.0,-53.21587448120117,19.5562087059021,-72.77208309173584,14.828084915876389
0.0,-59.424334144592294,15.576091217994689,-75.00042533874513,17.409388095140457
0.0,-61.376837921142574,16.097024774551393,-77.47386264801025,17.93300086259842
0.0,-62.71085071563721,15.126411652565004,-77.83726291656492,18.367725878953934
-104.93636560440063,-47.58940238952636,23.05998744964599,-70.6493896484375,13.243458181619644
0.0,-51.72159137725829,16.12739500999451,-67.84898624420165,14.39573249220848
0.0,-59.60807495117188,15.856968641281126,-75.4650438308716,17.42576676607132
0.0,-61.32132205963134,15.248904848098753,-76.5702268600464,17.876305401325226
0.0,-62.66332759857176,14.581710863113404,-77.24503860473632,18.3070906996727
-107.06570720672607,-48.40986270904542,23.2494933128357,-71.6593557357788,13.726914674043655
0.0,-51.34051284790039,19.982252836227413,-71.32276573181151,14.339966714382172
0.0,-57.37495193481445,16.72389869689941,-74.09885005950927,16.527140140533447
0.0,-59.566933631896966,16.138562822341918,-75.70549697875977,17.456928491592407
0.0,-60.01716995239258,17.069560456275944,-77.08673000335695,17.57288134098053
-108.76839303970337,-44.987034320831306,23.73334188461304,-68.72037620544434,12.314623840153217
0.0,-49.36693801879884,19.283214712142943,-68.65015277862548,13.520437359809875
0.0,-56.376992607116705,15.838412070274353,-72.21540451049805,16.100422859191895
0.0,-59.75712451934813,15.328093671798706,-75.08521842956543,17.464342832565308
0.0,-59.60533962249757,13.762244367599486,-73.36758460998536,17.020767211914062
-97.89743566513062,-45.79610824584962,21.802923011779786,-67.59903144836426,12.691273033618927
0.0,-51.35026073455811,16.468061113357543,-67.81832180023193,14.623805522918701
0.0,-56.96671504974365,13.526695585250852,-70.49341049194338,15.973622560501099
0.0,-59.84728488922119,13.310410833358764,-73.15769538879394,17.521261751651764
0.0,-61.00476055145264,12.338118982315063,-73.34287910461425,17.74066299200058
-100.98152720928192,-45.622877502441405,21.82541036605835,-67.44828777313232,12.584900915622711
0.0,-50.830919075012204,17.300669074058533,-68.13158855438232,14.228032648563385
0.0,-57.549329185485846,16.371254420280458,-73.92058391571044,16.510163605213165
0.0,-59.138727188110344,13.979703903198244,-73.11843109130861,17.130166709423065
0.0,-61.49813747406006,12.668888139724732,-74.16702651977539,17.962711334228516
-101.27982258796692,-45.05553359985352,21.784074115753175,-66.83960781097413,12.286614447832108
0.0,-49.1074722290039,18.535570907592778,-67.64304294586182,13.463287144899368
0.0,-55.28987674713134,16.170937013626098,-71.46081333160402,15.82559135556221
0.0,-58.12313060760497,13.871289348602295,-71.99441967010497,16.757381439208984
0.0,-59.72294006347656,14.583344340324404,-74.30628395080565,17.47929733991623
-95.4340968132019,-44.55672779083252,20.466918182373046,-65.02364616394043,11.952484160661697
0.0,-49.15376930236817,17.354091763496402,-66.507861328125,13.485272109508514
0.0,-56.96940898895264,14.998202085494997,-71.9676109313965,16.459186017513275
0.0,-59.214282226562496,13.309444093704224,-72.52372665405272,17.08225479722023
0.0,-60.856720924377456,12.423397946357726,-73.28011913299561,17.711200952529907
-97.31861901283264,-44.943791389465325,21.527089977264406,-66.4708812713623,12.383533477783203
0.0,-48.59556922912598,16.37133815288544,-64.96690731048585,13.201978653669357
0.0,-56.69226913452149,12.586372900009156,-69.2786422729492,16.26274883747101
0.0,-58.86398429870605,11.656541168689726,-70.52052574157713,16.92483252286911
0.0,-59.773818016052246,10.191588419675828,-69.96540584564208,17.33036583662033
-88.82183372974396,-44.00714550018311,19.9103054523468,-63.91745090484619,12.086149588227272
0.0,-47.73321151733399,14.466475391387938,-62.1996868133545,12.975048929452896
0.0,-55.07853527069092,12.844580221176145,-67.92311515808106,15.578591048717499
0.0,-57.756626892089834,13.090976548194885,-70.84760322570801,16.645676016807556
0.0,-58.54184856414794,14.196967077255248,-72.73881568908692,17.003649324178696
-105.64436531066895,-42.854259109497065,23.000212144851687,-65.85447139739989,11.55098170042038
0.0,-46.533376312255854,16.167725491523743,-62.70110168457032,12.683307439088821
0.0,-54.216629600524904,14.541373109817506,-68.75800228118895,15.151804864406586
0.0,-56.74530754089354,14.167567908763887,-70.91287574768069,16.289766550064087
0.0,-57.46483001708984,13.098569834232332,-70.56340026855467,16.595812797546387
-99.56271266937256,-41.9961838722229,21.776617431640624,-63.77280101776124,11.248819708824158
0.0,-47.17704429626465,15.88367495536804,-63.0607192993164,12.886696338653564
0.0,-53.53761959075928,12.183773517608643,-65.72139339447023,15.068581104278564
0.0,-56.70396461486817,11.352909672260283,-68.05687408447265,16.15534096956253
